text_a|text_b|label
东部排名倒数的两支球队相遇，最终主场作战的76人108:107险胜篮网。76人尽管拥有很多天才球员，大帝恩比德也在本赛季复出，但依旧没有办法改变他们一直输球的命运，本赛季依旧是东部倒数第一。篮网队本赛季阵容变化大，林书豪的加入让这支球队看到了一些希望，不过前段时间受伤篮网战绩一塌糊涂，战绩稍微比76人好点，伤愈复出不久的林书豪，可惜书豪运气不够，|里皮真的给国足带来了变化，回想一下如果第一场12强赛就是里皮带领，0比0战平卡塔尔，单从比分来看或许看不出国足有太大的变化，你会感觉到里皮对于国足的改变是巨大的，2000万欧元的里皮完爆只有自己薪金八十分之一的高洪波。中国队与卡塔尔队的数据让人惊讶，国足高达68%的控球率惊人，反观卡塔尔队始终无法组织起有效的进攻，只能依靠零星的反击骚扰国足的后防线。而且里皮要求的两个边路进攻也踢得非常活跃。中国队的所有进攻机会都与两个边后卫插上助攻有关，中国队的边路进攻，这可以说是里皮给国足带来的进攻上最大的变化。|0
【TechWeb报道】红米一直以千元机性价比之王为小米打下一片江山，尤其红米Note系列更是创造了小米机型中的销量奇迹。小米正式发布红米Note4X以及初音未来定制版，首次增加初音未来专属配色，还有经典的香槟金、铂银灰、樱花粉和磨砂黑。红米Note4X迎来第二轮发售，并且再增一款首轮为发售的新配色。本次发售新增磨砂黑版，磨砂黑版的红米Note4X是最帅气的版本，几乎黑色版本的每一款手机都是所有配色中永恒的经典。而这一经典版本将在上午10点首次亮相，|京东商城联合小米正式发布了红米Note4X京东特供版。红米Note4X京东特供版在外形和主要配置方面相比原版红米Note4X变化不大，内置3GB内存和16GB机身存储空间，红米Note4X京东特供版售价799元，红米Note4X京东特供版将于今天上午10点起开始预约，|0
【环球时报-环球网报道记者赵觉珵卢文骜】10日下午3时，不少猜测认为或将公布“柯洁对阵AlphaGo”的比赛细节。中国国家围棋队领队华学明10日对《环球时报》记者确认，柯洁将于5月份与AlphaGo对弈，《环球时报》记者当日未打通柯洁电话。此次对弈将在5月22日至5月27日的“中国乌镇围棋峰会”期间举行。相比于此前AlphaGo和李世石比赛的5局3胜制，AlphaGo和柯洁对弈会通过3局分出胜负。棋手还会和AlphaGo合作展开对弈。去年AlphaGo与韩国棋手李世石对弈，|围棋协会、浙江体育局与Google共同宣布联合主办“中国乌镇·围棋峰会”，峰会将于5月23日至27日在浙江乌镇举行，届时AlphaGo将再度与人类棋手对弈。|1
【大健康产业情报】一时间，银川成为互联网医院的“集中营”。银川市举办互联网医院集中签约仪式，丁香园、北大医信、春雨医生、医联等15家互联网医疗企业与银川市政府签约，正式获得互联网医院资质，进驻银川智慧互联网医院基地。在银川市的互联网医院已达到17家。银川市卫计委2016年8月份发布的这份《银川互联网医院管理工作制度（试行）》能提供一些参考。（小编注：银川市政府今日正式发布《《银川互联网医院管理工作制度》）一直以来，合规性、运营界线是两个让互联网医院运作者难以释怀的隐忧。《银川互联网医院管理工作制度（试行）》从制度层面给了来银川的互联网医疗机构们一颗“定心丸”。从在线分诊、在线预约转诊、在线协调检验检查、在线会诊、专家线下诊治、在线协调转院、电子处方、互联网医院医师管理、互联网医院病案管理、互联网医院药事管理、互联网医院信息安全等各个层面的操作细节进行了规范。（图《制度》中针对在线会诊的规定）以药事管理中的“药品购买”环节为例，该制度明确互联网医院签约的电商服务监管制度，通过互联网医院签约并实现系统对接的药品互联网电商购买药品”，同时还规定医药电商需要将患者购药相关信息与互联网医院共享，包括但不限于购药数量、价格、配送方式、送达时间、患者购药体验满意度等。电商需将所有线上药品价格报备互联网医院。（图：《制度》中对电子处方的详细规定）（图：《制度》中对互联网医院引起的医疗纠纷的处理办法）以下是该制度的目录，银川互联网医院管理工作制度（试行）第一部分互联网医院医疗常规管理1.|【大健康产业情报】“为什么是银川？”当17家互联网医疗企业宣布进驻银川智慧互联网医院基地时，很多人脑子里闪过了这个问题。这场高调结盟背后有哪些推动力？“政策驱动”几乎是外界都能想到的一个因素。银川政府在互联网医院推动上到底有多积极？从银川市全面启动轰轰烈烈的“智慧城市”建设谈起。据《银川日报》报道，银川“智慧城市”启动后，短短两年多时间，智慧医疗，就是依托智慧城市而来。依托“智慧银川”项目，银川市启动了智慧医疗-银川市医疗信息公共服务平台建设项目，并开始与银川第一人民医院筹备互联网医院。银川市政府与好大夫在线签约，宣布共建银川智慧互联网医院。银川智慧互联网医院正式启动。（图为银川市政府与好大夫在线合建的银川智慧互联网医院）从4月份到12月份，一个不容忽略的成果是在2016年8月份颁布的《银川互联网医院管理工作制度（试行）》（以下简称《制度》）和《银川互联网医疗机构监督管理制度（试行）》。这是全国范围内政府首次对互联网医院运行制定的监管政策，药品购买、配送环节如何监管？……一系列互联网医院运行过程中会出现的各个细节，一位医生告诉亿邦动力网，银川这份互联网医院制度，一来承认了互联网医院的合法性，二来也明确了互联网医院的运作边界，解决了互联网医疗机构“摸黑走路”的顾虑，银川政府还在其他政策上给互联网医疗机构亮起了绿灯。此次入驻银川互联网医院基地的互联网医疗企业之一——七乐康相关负责人向亿邦动力网介绍，除了互联网医院监管制度，银川政府还出台了若干个扶植互联网医院的制度办法和实施细则，包括：允许全国医生在银川互联网医院注册备案后多点执业，医生多点执业合法化；计划将互联网医院列入医保定点医院，可用医保个人账户支付网上诊费；处方可以流转到线上和线下的药房，药品可以线上下单、线下配送；授予互联网医院进行职称评定权利等。之所以来银川建互联网医院，为什么银川要如此大费周折搞互联网医院？宁夏卫生部门综合医院医生人均每日承担诊疗6.从好大夫银川互联网医院的已有运作数据来看，|1
原创｜笔墨南金州勇士坐镇主场迎来了火箭的挑战，本场比赛中火箭勇士开启了对飙模式，打跑轰的火箭在进攻端不输勇士，火箭7人得分上双，其中安德森发挥出色，在关键时刻命中了两个压哨三分，在加时赛里火箭132:127赢下了比赛。本场比赛，火箭一共投进了16个三分，而勇士只有12个三分，三分对飙上勇士输于火箭，而这还不是勇士本场比赛输掉的根本原因，勇士和火箭一站暴漏出的篮下防守问题极其的严重，在禁区得分上火箭也优异于勇士，在加时赛中关键的几个篮板丢失也成勇士输球的关键因素，火箭和勇士鏖战到了最后一刻，在第一个加时赛发挥出色的库里，却在第二个加时赛中六犯离场，勇士体力上渐渐不支，而凭借这格林最后的一个二加一回血的勇士，格林上前陪上犯规，最终阿里扎罚球两罚全中，哈登本场比赛拿下三双勇士本场比赛前四节一直打的不温不火，除了杜兰特的出色手感外，勇士一直是跟着火箭的节奏在打，而手感不佳的克莱下半场只投进了一个三分，手感火热的杜兰特在上半场就7中6就拿下而来17分，最后第四节的关键罚球将比赛拖进加时，火箭和勇士的比赛，|休斯顿火箭就搞了一个大新闻，在“魔鬼主场”率领火箭拿下了领跑全联盟，号称进攻能力最强的队伍-金州勇士队，终结了勇士的12连胜。勇士可一向是火箭的苦主，两支球队都坚信“魔球理论”，只是火箭从未在勇士身上占到什么便宜，为何火箭能在新赛季与勇士大战双加时后赢下比赛呢？这可能是最让火箭球迷兴奋的事情了！【交易传闻：浓眉联手两大妖星？西部格局或不再是勇快马！】【莫雷这笔交易吹三年！火箭300万签下两名主力轮换！】【ESPN实力指数：勇士榜首力压快船火箭升至第7】【狂胜詹皇后保罗婉拒快船顶薪续约CP3真要走？】【ESPN：韦少统治力历史最强神迹乔丹都做不到】这场比赛之于火箭球迷来说，但是对于勇士来说这仅仅是一场常规赛，勇士打得很不是重视对手，毕竟火箭在他们眼里不是一个量级，火箭能赢下勇士这一点，火箭应该学到些什么，火箭现在是哈登的球队，火箭笑到了最后，我觉得哈登率领火箭终结勇士正是这一种亮剑精神，|1
蔡依林男友锦荣被问在台湾过得开心吗，他表示：彻底的不开心，压力很大锦荣坦言这些年在台湾彻底的不开心，压力很大。”但他说这些都不会和蔡依林分享，|男明星锦荣和蔡依林两人相恋已经6年了，在这期经常被问到打算何时结婚，提问者也都没有得到确切的答复；虽然两人经常被拍到甜蜜约会的画面，但是实际上锦荣个人透露，觉得这些年来内心一直感觉很寂寞。锦荣和蔡依林在一起后，蔡依林也是大方的放下了自己的大牌架子，锦荣也了解女友蔡依林是大明星，而被问到这些年在台湾过的开心吗？锦荣表示“彻底的不开心，锦荣也不会跟蔡依林分享这些不开心的事，并且开心的说“我现在在台湾有四个朋友了。锦荣和蔡依林目前还都没有打算结婚，锦荣也了解蔡依林“她是以工作为先。再有锦荣这四个朋友也都有自己的工作和生活，|1
福州新闻网12月12日讯（福州晚报记者谢充灵）昨天记者采访了解到，持续上涨的国际原油期货价格拉升了福州成品油的批发价，目前福州汽柴油的批发价普遍上涨了100元/吨。本周国内成品油的零售价上调幅度可能创年内新高。福州的多数成品油批发价均已上涨，其中国五0号柴油批发价为每吨6400元至6450元，与本月初比上涨了100元/吨；国五92号汽油批发价每吨6300元至6350元，上涨100元/吨；国五95号汽油批发价每吨6950元至7200元。每吨柴油的批发价已超出我省最高批发限价一两百元。福州一加油站相关负责人说，本月初以来国际市场油价受欧佩克减产协议落定的消息刺激大幅上涨，美国WIT原油和布伦特原油价格均创下了年内新高，其中布伦特原油期货价格已接近每桶55美元。在新的调价窗口国内成品油价格上调已板上钉钉。|在当前国际原油价格一路高歌猛进的背景下，石化股日益交投活跃，该板块整体上涨1.中国石油（601857）涨幅超1.中国石化（600028）涨幅超1.中国石油盘初也拉升飘红。在当前国际原油价格一路高歌猛进的背景下，石化股日益交投活跃，中国石油涨幅超1.中国石化涨幅超1.中国石油盘初也拉升飘红。欧佩克和非欧佩克产油国于12月10日在维也纳达成了减产协议，|1
西部网讯（陕西广播电视台《第一新闻》记者王迪）据中央气象台发布的信息，今天（10月21日）中午12点40分，今年第22号台风“海马”的中心在广东汕尾到深圳一带沿海登陆，登陆时中心附近最大风力达到14级；台湾、浙江、福建、广东等地将有大风或暴雨，昨晚（10月20日）深圳全市进入台风紧急防御状态，而台风“海马”登陆也对西安发往深圳的铁路和航班造成了影响。记者在西安北客站见到了原本打算今天坐高铁去深圳出差的马先生，但来到车站之后却被告知原本要乘坐的这趟列车已经停运。受台风“海马”影响，今天西安北开往深圳G820、G824、G828次列车停运。今天从深圳北开往西安的G827、G823、G819次列车也已停运。购买以上停运列车车票的旅客，持车票到车站退票窗口办理退票，|最近打算去三亚的西安市民注意了，三亚凤凰国际机场暂无航班起降。华商报记者从航班查询机构飞常准了解到，目前三亚飞往西安的部分航班受到不同程度影响，18日取消航班240架次，|0
文/韩中锋变质小麦由中央储备粮向东直属库光武分库张华楼点保管的价值3千多万元小麦，在耗费了数百万元巨额保管费后由二等品变成了等外品，中储粮河南的三级管理部门居然没有任何说法，(中新网)中储粮作为国家调控粮食市场的重要载体，主要肩负国家粮食储备等重大任务，此次中储粮向东直属库光武分库被爆出储粮变质，涉及量多达万余吨，类似的事件远不是第一次发生，中储粮郑州直属库的代储仓库就被发现有受潮的发红小麦（红籽的比例高达百分之十几），为了保障粮食保管费足额发放，中储粮必须按每市斤3.中储粮相关单位截留了部分资金，每年就可以从国家财政套取差额资金五六十万元，以七年计便可套取粮食保管费近五百万元。在本县与中储粮有类似关系的相关企业有七家之多，属地为新野的金硕粮油公司就有员工称，这万余吨小麦自2010年就存储在本公司，又没有向公司划拨相应款项用以储粮，这恐怕也是万余吨粮食受损的直接原因。大量粮食变质，尽管中储粮和金硕粮油公司最初签订的是《仓储设施租赁合同》，因为中储粮方面并没有派人进驻金硕粮油公司的仓库，七年的保管期内万余吨粮食一直由金硕粮油公司具体保管。而前推到今年三月中储粮在河南郑州的粮食变质事件，媒体报道时也明确说变质粮食所属仓库为“代储仓库”。具体到中储粮在新野的万余吨粮食变质事件，|在这个大家都以互开玩笑取乐的节日里，迎来了一条非常严肃的新闻：据新华社报道，决定设立河北雄安新区。这是党中央作出的一项重大的历史性战略选择，是继深圳经济特区和上海浦东新区之后又一具有全国意义的新区，（新华网航拍的安新县）据报道，雄安新区规划范围涉及河北省雄县、容城、安新3县及周边部分区域，地处北京、天津、保定腹地，区位优势明显、交通便捷通畅、生态环境优良、资源环境承载能力较强，具备高起点高标准开发建设的基本条件。雄安新区规划建设以特定区域为起步区先行开发，起步区面积约100平方公里，中期发展区面积约200平方公里，远期控制区面积约2000平方公里。资本圈迅速被“雄安新区”刷屏！虽然很多人还并不知道“雄安新区”到底在哪......敏锐的资金已经迫不及待地在寻觅与雄安新区有关的投资机会。从事产业地产的大佬华夏幸福(600340)早在2015年就与雄安新区中的雄县“勾搭”上了。华夏幸福在2015年8月28日公告称，公司与雄县人民政府签订《整体合作开发建设经营河北省雄县合作协议》。雄县人民政府拟与华夏幸福形成战略合作关系，共同打造“产业高度聚集、城市功能完善、生态环境优美”的产业新城。雄县人民政府将以河北省雄县行政区划内约定区域的整体开发各事项与华夏幸福进行合作，雄县人民政府负责委托区域内的开发建设管理工作、负责委托区域内规划建设用地的前期土地征转并形成建设用地，华夏幸福负责投入全部资金全面协助雄县人民政府进行委托区域的开发建设及管理工作。雄县人民政府委托华夏幸福在委托区域的开发中根据规划要求提供“九通一平”等基础设施建设工作，这份协议项下雄县人民政府对华夏幸福的委托是排他性的，深度契合京津冀协同发展“以首都为核心的世界级城市群”的整体定位。本次与雄县政府合作的园区业务是公司PPP模式获国家认可后签订的首个大规模核心区域园区，华夏幸福无疑有望成为最受益“雄安新区”设立的企业。“雄安新区概念”的光环并非华夏幸福独享，开封雏鹰肉类加工有限公司年屠宰生猪100万头及食品加工项目落户雄县经济开发区，|0
据《每日邮报》26日报道，奥巴马表示，如果自己能够参加总统竞选，绝对能够打败特朗普。特朗普对此自然是持否定意见的。他发推特回应道：总统奥巴马说他相信他能够击败我。奥巴马：如果我能参加总统竞选，（图片来源：每日邮报）在接受一个播客访谈的节目中，奥巴马称他仍然拥有足够支持他的选民，即将离任的奥巴马对自己的前高级顾问，他对自己2004年在民主党全国大会上的演讲中提出的“一个团结的美国”愿景依然充满信心。奥巴马表示。奥巴马这样形容“美国团结”：包容、多样、开放，奥巴马还说，”奥巴马表示。|"文/金睿女神这届的美国大选确实是2016年最大的一只黑天鹅，对中国，对美国本身都会产生极大变数和深远影响。中国要继续保持战略定力，美国环境也不是特朗普能推翻和搅混的。奥巴马接连出招，而特朗普也不甘示弱，让我们一起看看奥巴马给特朗普挖了哪些坑？特朗普又是如何应对的？制裁俄罗斯就在2016年的最后几天，美国总统奥巴马突然宣布驱逐35名俄罗斯外交官，以俄罗斯涉嫌通过网络袭击干预美国总统选举为由，特朗普还说：“我们应该继续自己的生活。所有人都在电脑时代显得不知所措。我目前还没有和议员们谈论过这件事情，石油钻井禁令上周奥巴马下令无限期终止在北极和大西洋的一部分石油钻井活动。但是当特朗普进入白宫以后，无力改变奥巴马作出的决定。特朗普还没有说自己会不会推翻奥巴马的这个决定。他会推翻“一切对产生工作机会不利”的环保法。中东和平僵局自上次巴勒斯坦和以色列之间的和平协议破裂，上周奥巴马允许联合国通过决议，特朗普已经提名了一位强硬支持以色列兴建定居点的律师作为新任驻以色列大使。奥巴马医保法案在奥巴马医保法案上，想要废除奥巴马医保法案将会有很大的阻力。而且特朗普也发誓要废除奥巴马法案。新的国家级保护区奥巴马增设保护区是为了“保护我国最重要文化财富的一部分，国家安全出入境登记制度奥巴马22日宣布，废除该制度是奥巴马卸任之前在移民问题上所做的最后行政决策之一，这在很大程度上加大了川普上任后建立穆斯林登记系统的难度。”奥巴马和特朗普的""内斗""，"|0
波尔津吉斯前几天在推特上了发了一条消息，写道：洛杉矶快船，但随后波尔津吉斯很快删掉了这条推特，要么是安东尼被交易到快船，要么是波尔津吉斯自己想加盟快船。波尔津吉斯终于做出了解释，推特上发快船的消息，不过勇士格林却并不认同，他就是想去快船！自从格林在勇士打出身价，联盟中所有有争议的话题都有格林的声音，昨天格林还嘲讽詹姆斯季后赛的对手太弱，骑士一方很强的比赛太逊了，而今天他又将矛头直指波尔津吉斯，“波尔津吉斯，“波尔津吉斯，”格林之所以敢如此大胆较波尔津吉斯来西部，那么你可以加盟除骑士外东部任何一支球队来阻止詹姆斯啊！|阿森纳将客场挑战曼城，温格出席了赛前的新闻发布会，教授谈到了桑切斯和中国球队的传闻，“如果谁想去中国，那就去中国吧。”桑切斯和厄齐尔的续约问题是英媒关注的焦点话题，阿森纳给桑切斯开出了18万英镑周薪的续约报价，但是智利人的要价是25万英镑，河北华夏幸福愿意给桑切斯开出50万英镑的周薪。在谈到阵中弟子受到中超球队的诱惑时，温格回应道：“如果有人想去中国，那就去中国吧。今天我考虑的重点是对阵曼城的比赛，|0
10月5日下午，一辆车牌为渝C6Y867的越野车在青藏线发生车祸，现场死亡4人，1人在由唐古拉镇送往格尔木市就医的途中身亡。遇难者中4人为重庆，还有一人为四川人。目前多名亲属已抵达格尔木市。西藏警方确认重庆籍越野车发生车祸网传渝C6Y867长城越野车青藏线发生车祸事件，随后重庆晨报记者介入调查，那发生在千里之外的车祸是否属实呢？10月6日中午，重庆晨报记者联系上西藏警方。警方证实，10月5日下午，在青藏线上确实有一辆重庆籍越野车发生车祸，当地警方已第一时间派人赶往现场处置。据西藏交警总队驻格尔木支队民警介绍，10月5日车祸发生后，执法人员已赶往现场，目前事故原因仍在进一步调查中。支队暂时未能核实到车祸一线的具体伤亡情况。格尔木市人民政府通报：5人全部身亡针对重庆籍越野车青藏线发生交通事故一事，事发地格尔木市人民政府应急办通过上游新闻-重庆晨报独家通报了事故情况：渝C6Y867车中所搭乘的5人，现场死亡4人，1人在由唐古拉镇送往格尔木市就医的途中身亡。青藏线沱沱河至格尔木市5公里处发生了这起车祸，警方第一时间赶往现场，与随后赶往的格尔木市人民医院急救人员一起，事故车上搭乘的5人均已被证实死亡，6日中午多名死者亲属已抵达格尔木市。5名逝者涉及3个家庭4人为重庆人重庆籍越野车青藏线车祸，逝者家属正陆续赶往格尔木。重庆晨报记者联系上目前正在西宁换乘交通前往格尔木的逝者家属，|这原本是一次愉快的国庆自驾游，但因为一场车祸，一条“重庆籍越野车10月5日在青藏线上发生车祸”的消息刷爆众多网友的朋友圈。成都商报记者采访发现，事故发生在青藏线沱沱河往格尔木市大约8公里处，事发越野车上乘坐的5人全部遇难，其中一名女子来自四川巴中，是一名两岁孩子的妈妈，在本次车祸同时遇难的，事发越野车青藏线上遇车祸车内5人全部遇难事故发生于10月5日下午3时许，地点位于青藏线沱沱河至格尔木市8公里处。当天下午，便有网友将当事越野车的图片传到网上，帮忙寻找车上乘客的家属，而越野车前主人韩先生也被众多网友打电话询问其是否安然无恙，车子此前在一场官司后已抵押给债权人，越野车现在的真正主人是秦某。南郎是青藏线沿途的唐古拉山镇卫生院的医生。他接到了紧急出诊电话：沱沱河附近发生一起交通事故，当南郎坐着急救车赶到现场时，还有4人被困在受损严重的重庆籍越野车里。只有司机还有一点微弱的生命体征。”南郎告诉成都商报记者，南郎在车上为伤者进行了一些简单的伤口处理，南郎进一步对伤者做了细致的伤口处理，赶紧联系400余公里外的格尔木市人民医院，自己也带着伤者上救护车从卫生院往格尔木市赶，明天是她28岁生日如果不是这一场车祸，巴中女子牟某将迎来她的28岁生日。牟某的二叔目前也已赶到格尔木帮忙料理后事，他在电话里告诉成都商报记者，牟某和丈夫秦某随朋友一同外出自驾游，牟某的婆家就只剩下50多岁的婆婆和一名两岁的孩子。汪某的表妹夫许先生在电话里告诉成都商报记者，成都商报记者联系上西藏交警总队驻格尔木市交警支队一位负责人，|1
网易体育张强5月10日美国报道：勇士第四场大胜爵士，再度4-0横扫对手进入西部决赛。大嘴格林表示伤后复出的杜兰特现在无缝对接勇士的体系，西部决赛无论碰火箭或者马刺都行。对阵爵士的第四场比赛，勇士依然统治了比赛，以摧枯拉朽之态击败对手，继首轮4-0横扫开拓者又一次挥起了“大扫帚”。格林在首轮第四场拿到三双，又在此轮的锁定之战中再次打出三双，送出17分10个篮板11次助攻的数据。他甚至都没有意识到在每一轮的终结之战中都拿到三双，无论西部决赛面对火箭或者比赛，|今年季后赛勇士顺风顺水，他们连续两轮横扫对手顺利晋级西部决赛，格林在谈到下一轮的对手时爆出惊人语录：不论马刺还是火箭进入西部决赛，看来格林觉得在西部已经难觅对手，于是他把心思放到了东部，凯尔特人球员奥利尼克因为几个争议性动作被不少球迷和球员判定为打球肮脏的人，格林就是其中一员。他在接受采访时直截了当地说：“奥利尼克就是一个打球肮脏的家伙。”格林还重提了奥利尼克弄伤乐福的往事，他说：“我每天都和奥利尼克呆在一起，格林在西部决赛脚踢亚当斯私处吃到技术犯规，小托马斯说：“格林怎么好意思评价别人打球脏，”小托马斯的这番回应让格林瞬间吃了哑巴亏，|1
勇士以136-100战胜了马刺，勇士中锋扎扎-帕楚里亚由于遭遇了右脚跟挫伤，本场比赛扎扎出战6分钟拿到了4分2助攻1篮板，|在今早（17日）的NBA西部决赛第2场比赛中，勇士主场迎战马刺，此前勇士大比分1:0领先马刺。本场比赛，马刺莱昂纳德和勇士伊戈达拉因伤缺战。勇士136:100战胜马刺，帕楚里亚受伤勇士率先拿下两场比赛，第三、第四场比赛将回到马刺主场进行。|1
对于国产车，因为在这迅速发展的汽车市场上，国产车的汽车技术在日益成熟，已经大有不输给合资车的架势，而且国产车在另一方面也相比于合资车有着巨大的优势，相比于大多数车型都只是在10以内就没有价格优势了，是否觉得国产车比合资车更值得入手了呢？今天小编就来为大家讲解这样一样国产车，它就是高等颜值售价仅需7万的华泰宝利格！相比前一款车型来说，新款车型最大的改变则是放弃了宾利的中网，这款车的尾部则还是模仿了保时捷的设计风格，|华泰圣达菲WX35正式亮相，新车定位紧凑级SUV，配备大尺寸液晶屏。搭载1.5T涡轮增压发动机和2.0L柴油发动机，匹配一台6速手动变速箱。华泰圣达菲WX35正式亮相，新车外形动感时尚，全新圣达菲WX35整体造型动感时尚，圣达菲WX35采用黑黄双色设计，|1
张馨予足球宝贝出身，本是没有什么名气的小演员，但是最近几年人气涨的很快，参演了很多电视剧电影，曾被称为“新一代性感女神”。张馨予在娱乐圈的生涯不断前行，但是与明星的绯闻却是从来不少，曾与6名明星交往，而每一段感情手法相似，交往一段时间就分手，每次分手都能成头条，与吴卓曦分手发床照成头条，与李晨交往分手也成头条，借男星名气给自己拉热度冯铭潮在2010年因参加湖南卫视《快乐男声》而进入娱乐圈，据悉张馨予和冯铭潮是在2009年相恋，但是后来因为张馨予劈腿吴卓羲分手，后来曾有记者采访冯铭潮为何与张馨予分手，冯铭潮很不想提起张馨予，很明显对于与张馨予交往有些许悔恨，对于张馨予劈腿吴卓羲感到痛心。没有大家想的那么复杂张伦硕曾被传与张馨予有过一段爱情，不然别人还不知道他这哪来的小明星呢张馨予和香港演员吴卓羲恋爱，而吴卓羲与张馨予分手的主要原因是张馨予出轨，而跟李晨分手则是令张馨予的热度达到了极点，和李晨分手事件再次把张馨予的热度大大提高。张馨予与李晨分手前，看来张馨予与李晨分手，|最近张馨予小号被扒出，很多网友也表示很心疼张馨予。从张馨予的小号描述可以看出在她眼里李晨和范冰冰都是渣男渣女，广大吃瓜群众本来想着的剧本是李晨霸气护冰冰为其说话，网友们也是纷纷催起了婚~看样子李晨送给范冰冰了两只可爱的小猫，李晨旧爱张馨予也是同样很爱猫，张馨予以前的宠物猫应该也是李晨送的~李晨和张馨予刚分手的时候，|1
昨天（5月3日）是日本宪法颁布实施70周年，日本首相安倍晋三宣布，力争在2020年实现修宪，这是安倍晋三首次亮出他的“修宪底牌”。熟悉日本历史的人都知道，日本宪法有两个主要版本：早期的被称为“明治宪法”、“大日本帝国宪法”，以1850年《普鲁士宪法》为蓝本，由日本人自己制定。正是在这部宪法下，日本走向了军国主义、侵略扩张的道路。现行的宪法被称为“昭和宪法”、“和平宪法”、“日本国宪法”、“麦克阿瑟宪法”，1946年11月颁布，这部宪法是在盟军占领日本时期制订和颁布的，较为著名的地方是其第9条“放弃发动战争的权利”。上图：麦克阿瑟将军和他的标志性大烟斗。修订“和平宪法”，给日本增加使用武力的权利、给自卫队以合法的身份，一直是安倍晋三追求的“宏大目标”。他从去年就积极推动修改自民党的党章，完成了对党章的修改。如果安倍能在2018年自民党总裁选举中连任，那么安倍的执政期有望延长到2021年9月。安倍将有充分的时间实现2020年修宪。目前日本宪法的结构是这样的：序言第一章天皇第二章放弃战争第三章国民的权利与义务第四章国会第五章内阁第六章司法第七章财政第八章地方自治第九章修改宪法第十一章补充规则安倍最想修改的第九条，其具体内容如下：第二章放弃战争第九条【放弃战争，战争力量及交战权的否认】日本国民衷心谋求基于正义与秩序的国际和平，永远放弃以国权发动的战争、武力威胁或武力行使作为解决国际争端的手段。日本宪法“第九条”知名度非常高，以往大家都认为这是美国单方面强加给日本的，战后日本被盟军占领，所以一度成为日本的最高统治者，在他主持下为日本制定了战后宪法，已转任吉田茂内阁国务大臣的币原喜重郎（此前担任日本首相）因事来到我的办公室。在新宪法的条款中，要用宪法手段禁止日本有任何军事建制———不论任何形式的军事建制。世界上其他国家都会知道日本将永远不会发动战争了。币原说：“日本是一个穷国，麦克阿瑟把“第九条”说成了日本人自己提出来的。杜勒斯曾要求日本首相吉田茂放弃和平宪法，让和平宪法得以在日本延续。日本就有过一次绝好的放弃和平宪法的机会，所以日本也应该成为“正常国家”，对于放弃“和平宪法”，如果日本放弃“第九条”，对于日本修改和平宪法、改变战后国际秩序的行为，|就在普京“虚晃一枪”，宣布“我们不会驱逐任何一个人，我邀请所有美国外交官的孩子来克里姆林宫参加新年枞树晚会”后，不仅赢得网友纷纷称赞，且连也美国候任总统特朗普也“示爱”普京：他一直非常聪明，驱逐俄35位外交官进入领事馆，|0
【环球网综合报道】据美国世界新闻网1月20日报道，当地警方19日公布，中国著名脱口秀演员周立波深夜开车蛇行，警方从车上搜出古柯碱(一级毒品)与枪枝，当场逮捕周立波与另一男子唐爽(ShuangTang，当地警方公布的周立波、唐爽被捕后照片据报道，18日晚接到民众报案称Bayville路一辆往西行驶的黑色奔驰车涉嫌蛇行，警方立即逮捕驾驶周立波与副驾驶座的唐爽，|美国警方公布的周立波照片。(取自新浪微博@新浪娱乐)网传大陆脱口秀演员周立波19日凌晨0点7分因在Bayville路由东往西开车蛇行，警方随即在纽约长岛Lattingtown拦下由周立波驾驶的黑色宾士座车，却意外在后座发现一把柯尔特野马点38手枪及2袋快克古柯碱，逮捕周立波及同车友人唐爽。周立波曾在2009年入选CNN年度亚洲最具影响力人物，|1
>>数据投篮点实录网友热议最后13秒时间，骑士发动进攻，欧文罚球线位置拿球，背身单打身高更高，防守更好的汤普森，假动作向左侧突破后，右转身后仰跳投稳稳命中，骑士反超1分，留给勇士3.北京时间2016年12月26日，骑士主场109-108战胜勇士。欧文全场砍下25分10助攻6篮板，更是在最后时刻翻身后仰命中准绝杀，复制上赛季总决赛的神奇。欧文有一次华丽的突破抛投命中，都和骑士的整体进攻不在一个节奏上面。汤普森连续的三分将骑士打停。欧文连续突破到勇士内线得手，第三节比赛成为詹姆斯的表演时刻，欧文马上突破到篮下上篮得手。骑士和勇士站在了同一起跑线。库里左侧45度命中本场第二记三分反超骑士3分。|>>数据投篮点实录网友热议最后13秒时间，骑士发动进攻，欧文罚球线位置拿球，背身单打身高更高，防守更好的汤普森，假动作向左侧突破后，右转身后仰跳投稳稳命中，骑士反超1分，留给勇士3.北京时间2016年12月26日，骑士主场109-108战胜勇士。欧文全场砍下25分10助攻6篮板，更是在最后时刻翻身后仰命中准绝杀，复制上赛季总决赛的神奇。欧文有一次华丽的突破抛投命中，都和骑士的整体进攻不在一个节奏上面。汤普森连续的三分将骑士打停。欧文连续突破到勇士内线得手，第三节比赛成为詹姆斯的表演时刻，欧文马上突破到篮下上篮得手。骑士和勇士站在了同一起跑线。库里左侧45度命中本场第二记三分反超骑士3分。|1
